order_id,product_id,qty,unit_price,discount_pct
O0000036,P00235,1,76.75,0
O0000036,P00172,3,395.39,0
O0000036,P00021,2,52.98,0
O0000036,P00093,4,146.09,15
O0000037,P00068,3,58.1,0
O0000037,P00214,4,64.44,15
O0000037,P00141,1,100.39,0
O0000038,P00119,1,261.9,0
O0000038,P00198,4,119.59,5
O0000039,P00085,2,263.89,5
O0000039,P00004,4,230.18,5
O0000040,P00073,2,4.35,0
O0000040,P00241,3,102.08,0
O0000040,P00285,2,55.75,0
O0000040,P00275,4,282.67,5
O0000040,P00147,4,398.84,0
O0000041,P00116,2,159.61,0
O0000042,P00170,4,116.08,0
O0000042,P00057,2,161.78,15
O0000042,P00077,3,239.42,15
O0000042,P00160,1,327.28,15
O0000043,P00274,4,8.52,0
O0000044,P00243,1,472.29,0
O0000044,P00296,2,112.74,15
O0000044,P00040,2,223.97,15
O0000044,P00096,2,141.04,10
O0000045,P00233,1,184.36,10
O0000046,P00221,2,258.32,5
O0000046,P00038,2,246.63,15
O0000046,P00205,4,23.04,10
O0000046,P00242,4,224.12,10
O0000047,P00126,1,66.94,5
O0000047,P00193,3,228.09,5
O0000047,P00114,3,115.13,15
O0000047,P00211,4,265.01,0
O0000048,P00071,2,281.51,15
O0000048,P00257,1,452.65,0
O0000048,P00239,1,227.4,0
O0000049,P00197,4,74.92,10
O0000049,P00298,4,277.75,5
O0000050,P00243,1,472.29,15
O0000050,P00287,3,37.54,10
O0000050,P00242,3,224.12,0
O0000051,P00074,3,93.93,0
O0000051,P00258,2,179.71,5
O0000051,P00154,2,275.13,5
O0000052,P00074,3,93.93,0
O0000052,P00120,4,4.64,15
O0000052,P00152,2,377.44,15
O0000052,P00107,3,356.38,5
O0000052,P00079,2,288.69,0
O0000053,P00009,3,25.41,15
O0000053,P00016,4,45.95,15
O0000053,P00169,4,377.24,0
O0000053,P00296,1,112.74,0
O0000053,P00182,4,317.13,0
O0000054,P00256,1,20.3,0
O0000054,P00137,1,260.82,0
O0000054,P00219,3,115.43,10
O0000055,P00073,3,4.35,5
O0000056,P00250,1,306.54,0
O0000056,P00023,1,401.83,10
O0000056,P00172,2,395.39,0
O0000057,P00063,3,161.21,0
O0000057,P00177,2,36.67,0
O0000057,P00287,2,37.54,10
O0000057,P00058,2,74.38,5
O0000058,P00264,1,313.22,0
O0000059,P00029,3,113.19,10
O0000060,P00228,4,124.15,5
O0000060,P00257,1,452.65,0
O0000061,P00280,2,145.69,0
O0000061,P00285,1,55.75,0
O0000062,P00300,1,317.62,0
O0000063,P00193,2,228.09,5
O0000063,P00031,1,23.64,15
O0000064,P00142,3,237.25,5
O0000064,P00223,4,9.6,0
O0000064,P00266,3,352.35,5
O0000064,P00216,2,114.72,15
O0000065,P00084,2,117.75,15
O0000066,P00069,4,123.22,0
O0000067,P00002,4,135.78,0
O0000067,P00036,3,23.55,0
O0000067,P00074,3,93.93,0
O0000067,P00227,3,133.18,5
O0000067,P00225,3,393.72,0
O0000068,P00073,3,4.35,10
O0000068,P00043,3,315.67,0
O0000069,P00231,3,161.36,10
O0000069,P00142,2,237.25,10
O0000069,P00110,1,98.27,0
O0000069,P00170,4,116.08,10
O0000069,P00001,1,79.9,15
O0000070,P00171,3,312.74,15
O0000071,P00291,4,252.06,0
O0000071,P00014,2,385.58,15
O0000071,P00095,2,228.1,0
O0000071,P00157,3,320.01,0
O0000071,P00197,1,74.92,0
O0000072,P00011,4,188.05,10
O0000072,P00086,3,420.39,10
O0000072,P00109,1,97.96,0
O0000072,P00117,4,65.35,0
O0000072,P00150,3,65.55,15
O0000073,P00211,4,265.01,0
O0000074,P00081,1,232.22,0
O0000074,P00176,2,140.26,0
O0000074,P00045,3,196.44,0
O0000074,P00009,3,25.41,0
O0000074,P00116,2,159.61,10
O0000075,P00134,2,417.99,0
O0000075,P00172,1,395.39,0
O0000076,P00209,3,181.99,10
O0000076,P00043,4,315.67,5
O0000076,P00294,1,147.68,0
O0000076,P00048,2,34.17,5
O0000076,P00282,4,246.25,0
O0000077,P00053,3,110.35,10
O0000077,P00001,3,79.9,0
O0000077,P00235,2,76.75,0
O0000078,P00129,3,193.0,0
O0000078,P00186,1,361.62,5
O0000079,P00068,2,58.1,0
O0000079,P00056,2,323.19,5
O0000080,P00298,3,277.75,0
O0000080,P00189,4,234.03,0
O0000080,P00267,2,171.77,0
O0000080,P00173,4,288.43,15
O0000080,P00034,3,218.72,0
O0000081,P00291,4,252.06,0
O0000082,P00027,4,389.4,15
O0000082,P00167,3,172.97,0
O0000082,P00228,3,124.15,5
O0000083,P00127,2,279.84,5
O0000083,P00174,3,216.74,0
O0000083,P00180,1,171.15,0
O0000083,P00061,1,10.29,10
O0000084,P00045,2,196.44,0
O0000085,P00054,4,361.76,0
O0000085,P00137,4,260.82,15
O0000085,P00175,2,147.29,0
O0000086,P00084,4,117.75,5
O0000086,P00070,2,307.02,0
O0000087,P00029,4,113.19,15
O0000087,P00257,2,452.65,15
O0000087,P00214,3,64.44,0
O0000087,P00177,1,36.67,0
O0000087,P00121,4,166.57,0
O0000088,P00203,2,303.27,0
O0000089,P00042,2,74.95,5
O0000089,P00032,3,166.5,0
O0000089,P00010,1,271.42,0
O0000089,P00293,4,56.32,0
O0000089,P00203,3,303.27,0
O0000090,P00023,2,401.83,0
O0000091,P00134,2,417.99,15
O0000091,P00114,2,115.13,15
O0000091,P00038,2,246.63,5
O0000091,P00237,3,239.06,0
O0000091,P00015,2,55.29,15
O0000092,P00177,1,36.67,0
O0000092,P00267,1,171.77,0
O0000093,P00132,1,188.81,15
O0000093,P00218,3,33.91,0
O0000093,P00100,3,364.5,10
O0000093,P00155,4,66.87,15
O0000094,P00008,4,144.32,10
O0000094,P00177,1,36.67,0
O0000094,P00031,1,23.64,0
O0000094,P00182,2,317.13,0
O0000095,P00052,2,148.28,0
O0000095,P00076,4,202.4,10
O0000095,P00259,1,345.65,0
O0000095,P00097,3,183.75,15
O0000096,P00126,3,66.94,10
O0000096,P00093,2,146.09,10
O0000096,P00232,2,57.6,0
O0000096,P00255,1,140.12,10
O0000097,P00278,4,166.59,0
O0000097,P00272,4,150.44,10
O0000097,P00010,4,271.42,0
O0000097,P00261,4,179.77,10
O0000097,P00198,2,119.59,0
O0000098,P00086,4,420.39,0
O0000098,P00083,4,137.96,0
O0000098,P00232,4,57.6,0
O0000098,P00147,1,398.84,15
O0000099,P00159,1,146.75,15
O0000099,P00266,1,352.35,0
O0000100,P00019,1,62.98,5
O0000100,P00287,4,37.54,0
O0000100,P00259,2,345.65,5
O0000100,P00097,3,183.75,5
O0000101,P00103,2,244.98,10
O0000101,P00291,1,252.06,10
O0000102,P00154,4,275.13,0
O0000102,P00020,2,36.02,0
O0000102,P00123,3,225.76,15
O0000102,P00173,3,288.43,0
O0000103,P00053,1,110.35,0
O0000103,P00069,2,123.22,0
O0000103,P00261,3,179.77,0
O0000104,P00276,2,103.85,5
O0000104,P00049,3,451.99,0
O0000104,P00296,2,112.74,10
O0000104,P00012,1,100.84,0
O0000104,P00273,1,67.39,0
O0000105,P00014,3,385.58,0
O0000105,P00224,1,161.57,10
O0000105,P00016,3,45.95,10
O0000105,P00241,1,102.08,0
O0000105,P00166,4,328.31,15
O0000106,P00119,4,261.9,10
O0000106,P00049,4,451.99,0
O0000107,P00037,4,59.24,5
O0000107,P00228,2,124.15,5
O0000107,P00050,4,139.64,5
O0000108,P00120,1,4.64,0
O0000108,P00113,1,178.97,15
O0000108,P00105,2,102.78,5
O0000108,P00098,4,175.74,10
O0000109,P00137,2,260.82,0
O0000109,P00034,3,218.72,15
O0000110,P00151,3,338.04,5
O0000111,P00163,2,361.68,10
O0000111,P00263,4,331.15,0
O0000112,P00180,3,171.15,10
O0000113,P00144,1,37.32,0
O0000113,P00147,2,398.84,0
O0000113,P00070,2,307.02,0
O0000113,P00004,2,230.18,5
O0000113,P00107,1,356.38,0
O0000114,P00046,4,165.73,0
O0000114,P00122,2,319.62,0
O0000114,P00094,2,72.09,5
O0000114,P00206,1,101.69,10
O0000114,P00168,1,92.02,0
O0000115,P00198,3,119.59,0
O0000115,P00288,1,276.07,10
O0000115,P00124,1,348.75,0
O0000116,P00176,1,140.26,0
O0000116,P00217,1,4.03,15
O0000117,P00206,3,101.69,15
O0000117,P00175,4,147.29,0
O0000117,P00276,3,103.85,0
O0000117,P00195,3,216.81,15
O0000117,P00124,2,348.75,15
O0000118,P00299,4,367.68,10
O0000118,P00029,2,113.19,0
O0000119,P00192,3,32.05,5
O0000119,P00057,3,161.78,0
O0000120,P00120,2,4.64,10
O0000121,P00121,3,166.57,5
O0000121,P00219,2,115.43,10
O0000121,P00077,3,239.42,0
O0000122,P00067,4,202.69,0
O0000122,P00028,3,73.05,5
O0000122,P00015,4,55.29,15
O0000123,P00216,3,114.72,10
O0000123,P00121,3,166.57,5
O0000123,P00142,3,237.25,0
O0000123,P00015,1,55.29,0
O0000124,P00143,1,246.2,5
O0000124,P00114,3,115.13,0
O0000124,P00192,2,32.05,0
O0000124,P00220,3,277.67,5
O0000125,P00080,2,25.4,5
O0000125,P00041,1,14.62,10
O0000125,P00113,3,178.97,10
O0000125,P00112,3,47.63,0
O0000125,P00209,4,181.99,0
O0000126,P00028,3,73.05,10
O0000126,P00208,1,150.35,15
O0000127,P00262,1,166.66,5
O0000128,P00087,3,142.15,15
O0000128,P00232,2,57.6,15
O0000129,P00143,2,246.2,0
O0000130,P00278,1,166.59,5
O0000131,P00124,1,348.75,5
O0000131,P00083,4,137.96,10
O0000131,P00233,3,184.36,0
O0000132,P00186,4,361.62,10
O0000132,P00220,1,277.67,10
O0000132,P00197,3,74.92,15
O0000133,P00068,4,58.1,15
O0000133,P00040,3,223.97,0
O0000133,P00233,1,184.36,0
O0000133,P00175,1,147.29,5
O0000133,P00213,2,147.07,5
O0000134,P00235,4,76.75,0
O0000134,P00243,2,472.29,0
O0000135,P00090,3,158.36,5
O0000135,P00196,2,97.77,0
O0000136,P00084,1,117.75,0
O0000136,P00244,2,131.91,15
O0000136,P00228,2,124.15,0
O0000136,P00148,1,353.1,0
O0000136,P00225,1,393.72,0
O0000137,P00129,2,193.0,0
O0000138,P00151,2,338.04,0
O0000138,P00003,2,219.5,10
O0000138,P00011,2,188.05,0
O0000139,P00046,1,165.73,0
O0000139,P00259,2,345.65,5
O0000139,P00247,3,225.89,0
O0000140,P00025,3,246.01,0
O0000140,P00097,4,183.75,5
O0000140,P00215,2,36.18,15
O0000140,P00084,2,117.75,0
O0000140,P00229,2,51.28,0
O0000141,P00168,3,92.02,5
O0000142,P00284,3,225.82,0
O0000142,P00267,2,171.77,0
O0000142,P00255,4,140.12,15
O0000142,P00280,3,145.69,10
O0000143,P00214,2,64.44,5
O0000144,P00136,3,130.36,0
O0000144,P00188,2,335.79,0
O0000145,P00274,4,8.52,5
O0000145,P00010,4,271.42,15
O0000145,P00250,4,306.54,0
O0000145,P00185,1,326.57,5
O0000145,P00173,3,288.43,15
O0000146,P00122,1,319.62,15
O0000146,P00094,2,72.09,15
O0000146,P00267,3,171.77,10
O0000146,P00124,1,348.75,0
O0000146,P00177,1,36.67,15
O0000147,P00081,2,232.22,10
O0000147,P00168,3,92.02,10
O0000147,P00038,2,246.63,10
O0000147,P00286,2,36.55,10
O0000148,P00172,3,395.39,5
O0000148,P00234,2,30.93,0
O0000148,P00227,3,133.18,5
O0000148,P00067,2,202.69,0
O0000149,P00273,2,67.39,0
O0000149,P00024,1,273.57,5
O0000149,P00258,4,179.71,0
O0000149,P00049,4,451.99,10
O0000150,P00206,4,101.69,0
O0000151,P00218,4,33.91,15
O0000151,P00125,1,11.08,15
O0000151,P00168,2,92.02,0
O0000151,P00201,3,62.24,5
O0000152,P00044,2,51.35,0
O0000152,P00106,1,24.87,5
O0000152,P00027,3,389.4,0
O0000152,P00188,1,335.79,0
O0000153,P00096,2,141.04,15
O0000153,P00293,2,56.32,15
O0000153,P00005,3,266.3,0
O0000153,P00035,2,170.09,0
O0000153,P00159,2,146.75,15
O0000154,P00152,4,377.44,0
O0000154,P00211,3,265.01,5
O0000154,P00146,4,128.69,0
O0000155,P00099,3,400.17,0
O0000155,P00123,1,225.76,5
O0000156,P00092,2,22.64,5
O0000156,P00135,3,365.41,10
O0000156,P00043,4,315.67,5
O0000156,P00026,4,307.76,0
O0000156,P00046,3,165.73,0
O0000157,P00068,1,58.1,0
O0000157,P00003,4,219.5,15
O0000157,P00147,3,398.84,0
O0000158,P00034,2,218.72,15
O0000158,P00217,4,4.03,5
O0000159,P00092,4,22.64,15
O0000159,P00112,1,47.63,0
O0000159,P00221,2,258.32,10
O0000159,P00216,3,114.72,0
O0000159,P00064,3,351.23,10
O0000160,P00187,4,200.42,0
O0000160,P00293,1,56.32,5
O0000161,P00051,1,130.03,5
O0000161,P00289,2,134.06,0
O0000161,P00085,4,263.89,15
O0000161,P00283,1,80.58,0
O0000161,P00071,3,281.51,10
O0000162,P00181,4,166.54,0
O0000162,P00013,4,209.49,10
O0000162,P00145,3,273.84,15
O0000162,P00201,2,62.24,0
O0000163,P00019,1,62.98,15
O0000163,P00080,2,25.4,10
O0000163,P00030,4,101.71,0
O0000163,P00094,1,72.09,5
O0000163,P00209,3,181.99,0
O0000164,P00232,3,57.6,15
O0000164,P00264,4,313.22,15
O0000165,P00196,2,97.77,5
O0000165,P00047,1,313.97,15
O0000165,P00129,1,193.0,0
O0000165,P00290,3,211.57,15
O0000165,P00171,1,312.74,5
O0000166,P00154,2,275.13,0
O0000166,P00253,2,131.83,0
O0000166,P00273,1,67.39,0
O0000166,P00081,4,232.22,0
O0000167,P00055,1,242.13,10
O0000168,P00298,3,277.75,0
O0000168,P00085,4,263.89,15
O0000169,P00224,1,161.57,0
O0000169,P00142,2,237.25,15
O0000170,P00110,2,98.27,15
O0000170,P00105,4,102.78,0
O0000170,P00138,1,279.9,0
O0000170,P00299,3,367.68,0
O0000170,P00269,1,65.27,0
O0000171,P00150,1,65.55,10
O0000171,P00045,2,196.44,5
O0000171,P00297,1,300.56,0
O0000172,P00094,2,72.09,15
O0000172,P00091,1,74.11,0
O0000172,P00023,3,401.83,0
O0000172,P00175,4,147.29,0
O0000172,P00215,1,36.18,0
O0000173,P00246,4,80.59,0
O0000174,P00051,3,130.03,10
O0000174,P00045,2,196.44,10
O0000174,P00094,2,72.09,0
O0000174,P00250,2,306.54,10
O0000174,P00105,4,102.78,5
O0000175,P00112,4,47.63,0
O0000175,P00218,3,33.91,0
O0000176,P00013,3,209.49,0
O0000176,P00061,3,10.29,0
O0000176,P00026,1,307.76,0
O0000177,P00129,2,193.0,0
O0000177,P00158,3,199.17,10
O0000177,P00279,1,243.13,15
O0000177,P00077,1,239.42,0
O0000177,P00154,3,275.13,15
O0000178,P00231,1,161.36,10
O0000178,P00237,4,239.06,10
O0000178,P00142,1,237.25,0
O0000178,P00092,2,22.64,0
O0000179,P00064,3,351.23,0
O0000179,P00172,4,395.39,15
O0000179,P00267,2,171.77,5
O0000179,P00298,1,277.75,10
O0000180,P00115,2,120.38,0
O0000180,P00031,3,23.64,0
O0000180,P00155,1,66.87,0
O0000181,P00057,2,161.78,0
O0000182,P00266,1,352.35,0
O0000182,P00011,1,188.05,0
O0000182,P00014,2,385.58,0
O0000182,P00047,2,313.97,0
O0000183,P00111,1,331.52,0
O0000183,P00118,1,100.67,0
O0000183,P00198,4,119.59,0
O0000183,P00195,4,216.81,10
O0000183,P00299,1,367.68,10
O0000184,P00109,2,97.96,0
O0000184,P00178,3,259.32,0
O0000184,P00025,3,246.01,5
O0000184,P00110,1,98.27,10
O0000184,P00288,2,276.07,0
O0000185,P00172,2,395.39,0
O0000185,P00184,2,266.65,15
O0000186,P00143,1,246.2,10
O0000187,P00284,3,225.82,0
O0000188,P00285,1,55.75,5
O0000188,P00010,3,271.42,0
O0000189,P00279,3,243.13,5
O0000189,P00117,2,65.35,15
O0000189,P00182,1,317.13,10
O0000189,P00006,1,449.49,15
O0000190,P00225,2,393.72,10
O0000190,P00102,3,127.43,5
O0000190,P00202,4,279.03,0
O0000191,P00236,1,344.05,15
O0000191,P00217,1,4.03,15
O0000191,P00088,1,225.14,0
O0000191,P00173,4,288.43,0
O0000192,P00040,1,223.97,5
O0000193,P00150,2,65.55,0
O0000194,P00160,1,327.28,5
O0000194,P00156,1,139.77,0
O0000194,P00249,3,370.89,10
O0000194,P00225,3,393.72,0
O0000194,P00004,1,230.18,0
O0000195,P00068,2,58.1,0
O0000196,P00120,3,4.64,10
O0000196,P00077,3,239.42,10
O0000196,P00175,4,147.29,0
O0000196,P00063,3,161.21,0
O0000196,P00052,4,148.28,10
O0000197,P00269,4,65.27,0
O0000197,P00223,3,9.6,5
O0000197,P00109,4,97.96,15
O0000197,P00242,1,224.12,15
O0000197,P00138,1,279.9,15
O0000198,P00238,2,313.0,0
O0000198,P00239,4,227.4,15
O0000199,P00174,4,216.74,0
O0000199,P00010,4,271.42,5
O0000199,P00280,2,145.69,15
O0000200,P00198,4,119.59,0
O0000201,P00122,3,319.62,10
O0000202,P00036,1,23.55,0
O0000203,P00015,3,55.29,15
O0000203,P00253,3,131.83,10
O0000203,P00211,1,265.01,0
O0000204,P00221,4,258.32,15
O0000204,P00121,2,166.57,0
O0000204,P00253,1,131.83,0
O0000204,P00006,1,449.49,0
O0000205,P00169,4,377.24,0
O0000205,P00126,2,66.94,10
O0000205,P00114,1,115.13,15
O0000206,P00255,4,140.12,0
O0000206,P00139,4,260.36,0
O0000206,P00180,2,171.15,0
O0000206,P00167,1,172.97,5
O0000207,P00161,4,236.25,0
O0000208,P00267,4,171.77,15
O0000208,P00005,4,266.3,0
O0000208,P00098,3,175.74,0
O0000208,P00162,4,9.66,5
O0000209,P00154,2,275.13,10
O0000209,P00141,1,100.39,0
O0000209,P00236,2,344.05,15
O0000209,P00110,2,98.27,15
O0000209,P00157,3,320.01,15
O0000210,P00033,2,225.4,15
O0000210,P00215,3,36.18,5
O0000210,P00266,1,352.35,0
O0000211,P00295,4,32.67,0
O0000211,P00190,3,205.64,0
O0000212,P00025,4,246.01,0
O0000212,P00218,2,33.91,0
O0000212,P00002,2,135.78,10
O0000212,P00077,4,239.42,0
O0000212,P00232,4,57.6,0
O0000213,P00271,3,378.84,15
O0000213,P00016,4,45.95,0
O0000214,P00215,4,36.18,0
O0000214,P00050,4,139.64,0
O0000215,P00066,3,319.06,10
O0000215,P00260,3,263.9,10
O0000215,P00087,2,142.15,10
O0000215,P00190,3,205.64,0
O0000216,P00270,2,154.83,10
O0000216,P00299,2,367.68,10
O0000217,P00125,1,11.08,10
O0000217,P00158,3,199.17,0
O0000217,P00255,2,140.12,5
O0000217,P00020,2,36.02,0
O0000217,P00170,2,116.08,0
O0000218,P00022,3,195.49,5
O0000218,P00242,4,224.12,15
O0000219,P00091,3,74.11,0
O0000220,P00102,1,127.43,5
O0000220,P00236,2,344.05,15
O0000220,P00093,1,146.09,15
O0000220,P00115,4,120.38,0
O0000220,P00124,2,348.75,0
O0000221,P00166,3,328.31,5
O0000221,P00039,2,428.44,15
O0000221,P00195,1,216.81,0
O0000221,P00276,4,103.85,0
O0000221,P00215,1,36.18,0
O0000222,P00160,1,327.28,15
O0000222,P00181,4,166.54,10
O0000222,P00038,4,246.63,0
O0000223,P00228,1,124.15,0
O0000223,P00214,4,64.44,0
O0000223,P00078,3,113.39,0
O0000223,P00136,2,130.36,0
O0000224,P00126,2,66.94,15
O0000224,P00204,3,463.77,0
O0000224,P00049,1,451.99,15
O0000224,P00276,1,103.85,0
O0000225,P00150,2,65.55,5
O0000225,P00107,4,356.38,0
O0000225,P00084,3,117.75,0
O0000226,P00256,1,20.3,15
O0000226,P00279,3,243.13,0
O0000226,P00228,1,124.15,0
O0000226,P00158,3,199.17,0
O0000226,P00167,2,172.97,5
O0000227,P00287,2,37.54,15
O0000228,P00245,1,265.56,0
O0000229,P00029,4,113.19,0
O0000229,P00047,4,313.97,15
O0000230,P00268,2,198.84,10
O0000231,P00067,1,202.69,5
O0000231,P00277,3,272.59,0
O0000231,P00037,4,59.24,10
O0000231,P00282,2,246.25,0
O0000231,P00175,4,147.29,15
O0000232,P00082,4,284.5,15
O0000232,P00085,2,263.89,5
O0000232,P00240,2,375.95,0
O0000232,P00199,1,274.12,5
O0000233,P00063,4,161.21,10
O0000233,P00043,2,315.67,15
O0000233,P00035,1,170.09,10
O0000234,P00300,2,317.62,0
O0000234,P00068,4,58.1,0
O0000234,P00157,4,320.01,0
O0000234,P00190,3,205.64,5
O0000235,P00010,2,271.42,15
O0000235,P00158,4,199.17,0
O0000236,P00247,1,225.89,0
O0000236,P00256,2,20.3,5
O0000237,P00219,1,115.43,5
O0000238,P00091,1,74.11,0
O0000238,P00231,3,161.36,0
O0000238,P00292,3,286.65,5
O0000238,P00073,3,4.35,0
O0000239,P00031,1,23.64,15
O0000239,P00284,1,225.82,15
O0000239,P00272,2,150.44,0
O0000239,P00082,1,284.5,5
O0000240,P00281,4,287.43,0
O0000240,P00132,4,188.81,15
O0000240,P00211,4,265.01,0
O0000240,P00117,1,65.35,10
O0000241,P00208,4,150.35,0
O0000241,P00086,3,420.39,0
O0000241,P00204,4,463.77,0
O0000241,P00279,1,243.13,5
O0000241,P00128,3,52.27,0
O0000242,P00275,3,282.67,0
O0000242,P00044,2,51.35,5
O0000242,P00098,4,175.74,0
O0000242,P00197,1,74.92,15
O0000243,P00052,1,148.28,0
O0000243,P00160,4,327.28,0
O0000243,P00257,2,452.65,15
O0000243,P00133,2,380.46,10
O0000243,P00059,2,48.19,0
O0000244,P00201,2,62.24,0
O0000244,P00033,4,225.4,0
O0000245,P00176,4,140.26,0
O0000245,P00133,1,380.46,0
O0000245,P00289,4,134.06,0
O0000245,P00073,3,4.35,15
O0000245,P00055,3,242.13,10
O0000246,P00084,4,117.75,15
O0000246,P00170,1,116.08,0
O0000246,P00273,3,67.39,0
O0000246,P00210,4,239.63,0
O0000246,P00174,3,216.74,0
O0000247,P00192,2,32.05,0
O0000247,P00190,2,205.64,0
O0000248,P00006,2,449.49,0
O0000248,P00108,2,337.71,0
O0000249,P00179,4,116.02,10
O0000249,P00007,2,286.68,15
O0000250,P00091,3,74.11,15
O0000251,P00222,4,160.17,0
O0000251,P00204,4,463.77,5
O0000251,P00111,3,331.52,10
O0000252,P00059,1,48.19,0
O0000252,P00012,1,100.84,5
O0000253,P00080,4,25.4,0
O0000253,P00088,3,225.14,10
O0000253,P00063,1,161.21,0
O0000253,P00159,4,146.75,10
O0000253,P00229,2,51.28,0
O0000254,P00043,1,315.67,15
O0000254,P00143,4,246.2,0
O0000255,P00180,1,171.15,0
O0000255,P00126,2,66.94,0
O0000255,P00059,4,48.19,0
O0000255,P00105,4,102.78,0
O0000256,P00276,1,103.85,0
O0000256,P00274,2,8.52,15
O0000256,P00030,3,101.71,0
O0000256,P00256,1,20.3,0
O0000256,P00023,3,401.83,0
O0000257,P00130,3,69.89,10
O0000257,P00182,2,317.13,0
O0000258,P00031,2,23.64,0
O0000259,P00012,1,100.84,0
O0000259,P00217,4,4.03,15
O0000259,P00028,1,73.05,10
O0000260,P00057,1,161.78,0
O0000260,P00095,2,228.1,5
O0000261,P00142,1,237.25,0
O0000262,P00222,2,160.17,10
O0000262,P00072,2,473.24,0
O0000263,P00189,2,234.03,10
O0000263,P00287,3,37.54,15
O0000263,P00225,1,393.72,0
O0000263,P00154,4,275.13,0
O0000264,P00256,2,20.3,5
O0000264,P00102,1,127.43,0
O0000264,P00086,2,420.39,0
O0000264,P00063,1,161.21,0
O0000265,P00052,3,148.28,0
O0000265,P00040,4,223.97,5
O0000266,P00298,2,277.75,0
O0000266,P00088,3,225.14,10
O0000266,P00201,2,62.24,0
O0000266,P00211,1,265.01,0
O0000266,P00261,1,179.77,0
O0000267,P00073,4,4.35,0
O0000267,P00103,4,244.98,0
O0000267,P00263,1,331.15,15
O0000268,P00021,3,52.98,0
